Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location,Zip Codes,Community Districts,Borough Boundaries,City Council Districts,Police Precincts,Police Precinct
50386825,04/06/2021 07:41:35 AM,04/19/2021 01:50:00 PM,DOT,Department of Transportation,Street Condition,Pothole,,,,,218 STREET,219 STREET,,,BLOCKFACE,,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,04/19/2021 01:50:00 PM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50387013,03/17/2021 10:57:48 AM,03/22/2021 11:23:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,,,,BEACH   50 STREET,BEACH   51 STREET,,,BLOCKFACE,,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,03/22/2021 11:23:00 AM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50387116,04/13/2021 07:01:34 AM,04/13/2021 07:01:34 AM,DOT,Department of Transportation,Street Condition,Pothole,,,,,74 STREET,75 STREET,,,BLOCKFACE,,,,Closed,,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,04/13/2021 07:01:34 AM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50387210,04/04/2021 11:13:13 AM,04/10/2021 11:59:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,,,,35 AVENUE,NORTHERN BOULEVARD,,,BLOCKFACE,,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,04/10/2021 11:59:00 AM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50387421,03/16/2021 06:21:28 PM,03/22/2021 09:30:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,,,,147 STREET,149 STREET,,,BLOCKFACE,,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,03/22/2021 09:30:00 AM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50387491,04/09/2021 08:49:04 AM,05/14/2021 10:10:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,11234,FLATBUSH AVENUE,FLATBUSH AVENUE,BEP EASTBOUND EXIT   11 SOUTH,AVIATION ROAD,,,BLOCKFACE,BROOKLYN,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,05/14/2021 10:10:00 AM,56 BROOKLYN,,BROOKLYN,,,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,,,,,,,,,
50387512,04/17/2021 02:00:30 PM,04/30/2021 01:10:00 PM,DOT,Department of Transportation,Street Condition,Pothole,,,,,SEDDON STREET,ZEREGA AVENUE,,,BLOCKFACE,,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,04/30/2021 01:10:00 PM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50387541,03/25/2021 03:17:05 PM,03/26/2021 01:15:00 PM,DOT,Department of Transportation,Street Condition,Pothole,,,,,,,,,INTERSECTION,,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,03/26/2021 01:15:00 PM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50387658,04/16/2021 04:34:56 PM,04/29/2021 09:24:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,,,,EAST  166 STREET,EAST  167 STREET,,,BLOCKFACE,,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,04/29/2021 09:24:00 AM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50387675,03/18/2021 12:55:41 PM,,DOT,Department of Transportation,Street Condition,Wear & Tear,,,,,EAST   98 STREET,EAST   99 STREET,,,BLOCKFACE,,,,Pending,,The Department of Transportation inspected this complaint and repaired the problem.,03/19/2021 08:20:00 AM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50388910,04/05/2021 07:14:20 PM,04/15/2021 10:00:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,,,,ARDEN AVENUE,CARLTON BOULEVARD,,,BLOCKFACE,,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,04/15/2021 10:00:00 AM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50388950,03/29/2021 06:02:18 PM,03/30/2021 11:45:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,,,,BEACH   20 STREET,BEACH   21 STREET,,,BLOCKFACE,,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,03/30/2021 11:45:00 AM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50389010,04/07/2021 10:03:01 AM,04/12/2021 01:37:00 PM,DOT,Department of Transportation,Street Condition,Pothole,,,,,LEEDS ROAD,NASSAU BOULEVARD,,,BLOCKFACE,,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,04/12/2021 01:37:00 PM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50389099,03/09/2021 02:34:04 PM,03/09/2021 02:34:04 PM,DOT,Department of Transportation,Street Condition,Pothole,,,,,147 AVENUE,147 ROAD,,,BLOCKFACE,,,,Closed,,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,03/09/2021 02:34:04 PM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50389123,03/07/2021 11:08:40 PM,03/08/2021 09:23:00 PM,DOT,Department of Transportation,Street Condition,Pothole,,,,,PELHAM PY EB WESTCHESTER AV EN,WESTCHESTER AVENUE,,,BLOCKFACE,,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,03/08/2021 09:23:00 PM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50389220,03/30/2021 10:20:30 PM,04/10/2021 02:55:00 PM,DOT,Department of Transportation,Street Condition,Pothole,,,,,117 STREET,118 STREET,,,BLOCKFACE,,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,04/10/2021 02:55:00 PM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50389446,04/02/2021 07:25:57 AM,04/03/2021 03:05:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,,,,149 STREET,150 STREET,,,BLOCKFACE,,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,04/03/2021 03:05:00 AM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50389597,03/12/2021 12:41:58 PM,03/17/2021 11:55:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,,,,125 AVENUE,150 STREET,,,BLOCKFACE,,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,03/17/2021 11:55:00 AM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50389756,03/11/2021 12:48:12 PM,03/12/2021 08:40:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,,,,MANTON STREET,QUEENS BOULEVARD,,,BLOCKFACE,,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,03/12/2021 08:40:00 AM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50389763,03/21/2021 11:04:49 AM,03/25/2021 10:41:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,,,,20 AVENUE,21 AVENUE,,,BLOCKFACE,,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,03/25/2021 10:41:00 AM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50389835,04/02/2021 03:43:14 AM,04/03/2021 02:00:00 PM,DOT,Department of Transportation,Street Condition,Pothole,,,,,28 AVENUE,30 AVENUE,,,BLOCKFACE,,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,04/03/2021 02:00:00 PM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50389863,04/18/2021 10:58:59 AM,04/20/2021 02:20:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,,,,FF THOMAS PHELAN MARINE PILOT,41 STREET,,,BLOCKFACE,,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,04/20/2021 02:20:00 AM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50389886,04/13/2021 06:44:02 PM,04/27/2021 08:30:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,,,,84 ROAD,COLLEGE POINT BOULEVARD,,,BLOCKFACE,,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,04/27/2021 08:30:00 AM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50389902,04/19/2021 03:35:44 PM,04/27/2021 03:02:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,,,,PEDESTRIAN PATH,SEIGEL STREET,,,BLOCKFACE,,,,Closed,,The Department of Transportation inspected this complaint and found that the problem was fixed.,04/27/2021 03:02:00 AM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50389945,03/27/2021 04:01:33 PM,,DOT,Department of Transportation,Street Condition,Wear & Tear,,,,,HHP NORTHBOUND EXIT   11,WEST END AVENUE,,,BLOCKFACE,,,,Pending,,The Department of Transportation inspected this complaint and repaired the problem.,04/08/2021 10:10:00 AM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50389998,03/10/2021 02:07:12 PM,,DOT,Department of Transportation,Street Condition,Wear & Tear,,,,,OUR LADY OF ANGELS WAY,3 AVENUE,,,BLOCKFACE,,,,Pending,,The Department of Transportation inspected this complaint and repaired the problem.,03/11/2021 07:45:00 AM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50390937,04/26/2021 01:32:09 PM,04/27/2021 10:22:38 AM,DOT,Department of Transportation,Ferry Complaint,General Complaint,Ferry,,,,,,,,,,,,Closed,,The request submitted did not have sufficient information for the Department of Transportation to respond.,04/27/2021 10:22:42 AM,0 Unspecified,,Unspecified,,,PHONE,Unspecified,Unspecified,,,,,,,,,,,,,,,,
50391120,04/12/2021 10:43:35 AM,04/21/2021 08:35:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,,,,ALMOND STREET,RUXTON AVENUE,,,BLOCKFACE,,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,04/21/2021 08:35:00 AM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50391223,03/22/2021 01:48:02 PM,03/25/2021 08:40:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,,,,BALCOM AVENUE,HUNTINGTON AVENUE,,,BLOCKFACE,,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,03/25/2021 08:40:00 AM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50391371,03/30/2021 08:17:57 AM,04/10/2021 12:00:00 PM,DOT,Department of Transportation,Street Condition,Pothole,,,,,70 STREET,72 STREET,,,BLOCKFACE,,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,04/10/2021 12:00:00 PM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50391382,03/11/2021 01:25:10 PM,03/12/2021 10:04:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,,,,SCHENECTADY AVENUE,UTICA AVENUE,,,BLOCKFACE,,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,03/12/2021 10:04:00 AM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50391399,04/08/2021 01:43:18 PM,04/08/2021 01:43:18 PM,DOT,Department of Transportation,Street Condition,Pothole,,,,,HEATH AVENUE,KINGSBRIDGE TERRACE,,,BLOCKFACE,,,,Closed,,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,04/08/2021 01:43:18 PM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50392125,04/13/2021 08:23:10 PM,04/30/2021 11:40:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,,,,BARNES AVENUE,MATTHEWS AVENUE,,,BLOCKFACE,,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,04/30/2021 11:40:00 AM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50392138,04/14/2021 04:17:19 PM,,DOT,Department of Transportation,Street Condition,Wear & Tear,,,,,ANNADALE ROAD,CARLTON BOULEVARD,,,BLOCKFACE,,,,Pending,,The Department of Transportation inspected this complaint and repaired the problem.,04/15/2021 09:30:00 AM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50392280,04/16/2021 03:11:54 PM,05/07/2021 11:50:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,10466,,,,,MUNDY LANE,NEREID AVENUE,INTERSECTION,BRONX,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,05/07/2021 11:50:00 AM,12 BRONX,,BRONX,1028469,267422,UNKNOWN,Unspecified,BRONX,,,,,,,,40.90057438618776,-73.84004496706454,"(40.90057438618776, -73.84004496706454)",11275,29,5,2,30,30
50392284,04/19/2021 12:59:15 PM,04/29/2021 12:55:00 PM,DOT,Department of Transportation,Street Condition,Pothole,,,,,62 STREET,CENTRAL AVENUE,,,BLOCKFACE,,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,04/29/2021 12:55:00 PM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50392423,04/26/2021 05:42:00 AM,04/28/2021 08:11:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Cycling,,,MAJOR DEEGAN EXPY,MAJOR DEEGAN EXPY,FORDHAM RD E,KINGSBRIDGE RD W,,,BLOCKFACE,,,,Closed,,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,04/28/2021 08:11:00 AM,Unspecified BRONX,,BRONX,,,UNKNOWN,Unspecified,BRONX,,,,,,,,,,,,,,,,
50393633,04/09/2021 01:45:25 PM,04/21/2021 01:15:00 PM,DOT,Department of Transportation,Street Condition,Pothole,,,,,227 STREET,CROSS ISLAND PARKWAY,,,BLOCKFACE,,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,04/21/2021 01:15:00 PM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50398095,04/27/2021 08:15:00 AM,04/28/2021 12:00:00 PM,DSNY,Department of Sanitation,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,,,,,,,,ADDRESS,,,DSNY Garage,Closed,,The vehicle you reported has been removed by the Department of Sanitation.,04/28/2021 12:00:00 PM,,,,,,PHONE,Unspecified,,,,,,,,,,,,,,,,,
50398557,04/27/2021 12:17:00 PM,05/04/2021 12:00:00 PM,DSNY,Department of Sanitation,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,,,,,,FLATLANDS AVENUE,FOUNTAIN,INTERSECTION,,,DSNY Garage,Closed,,The Department of Sanitation cleaned the location.,05/04/2021 12:00:00 PM,05 BROOKLYN,,BROOKLYN,,,PHONE,Unspecified,BROOKLYN,,,,,,,,,,,,,,,,
50399217,04/27/2021 12:02:00 PM,04/28/2021 12:00:00 PM,DSNY,Department of Sanitation,Sanitation Condition,12 Dead Animals,Sidewalk,,,,,,,,ADDRESS,,,DSNY Garage,Closed,,The vehicle you reported has been removed by the Department of Sanitation.,04/28/2021 12:00:00 PM,,,,,,PHONE,Unspecified,,,,,,,,,,,,,,,,,
50401441,04/27/2021 01:04:10 PM,04/30/2021 10:12:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,,,,BEDFORD AVENUE,FRANKLIN AVENUE,,,BLOCKFACE,,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,04/30/2021 10:12:00 AM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50405140,04/27/2021 02:29:00 PM,04/27/2021 02:29:00 PM,DSNY,Department of Sanitation,Sanitation Condition,12 Dead Animals,Sidewalk,,,,,,,,ADDRESS,,,DSNY Garage,Closed,,The vehicle you reported has been removed by the Department of Sanitation.,04/27/2021 02:29:00 PM,01 BRONX,,BRONX,,,PHONE,Unspecified,BRONX,,,,,,,,,,,,,,,,
56049977,11/20/2022 02:37:14 PM,11/21/2022 02:18:00 PM,DOT,Department of Transportation,Street Condition,Pothole,,11232,2 AVENUE,2 AVENUE,44 STREET,45 STREET,,,BLOCKFACE,BROOKLYN,,N/A,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,11/21/2022 02:18:00 PM,07 BROOKLYN,,BROOKLYN,,,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,,,,,,,,,
50409649,04/28/2021 04:09:05 PM,05/11/2021 01:20:00 PM,DOT,Department of Transportation,Street Condition,Pothole,,11355,KISSENA BOULEVARD,KISSENA BOULEVARD,BEECH AVENUE,CHERRY AVENUE,,,BLOCKFACE,Flushing,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,05/11/2021 01:20:00 PM,07 QUEENS,,QUEENS,,,UNKNOWN,Unspecified,QUEENS,,,,,,,,,,,,,,,,
50409789,04/28/2021 11:00:37 AM,,DPR,Department of Parks and Recreation,Maintenance or Facility,Garbage or Litter,Street/Curbside,11230,OCEAN PARKWAY,OCEAN PARKWAY,18 AVENUE,WEBSTER AVENUE,18 AVENUE,WEBSTER AVENUE,,,,,In Progress,,,,Unspecified BROOKLYN,,BROOKLYN,,,PHONE,Unspecified,BROOKLYN,,,,,,,,,,,,,,,,
50412389,04/28/2021 01:38:00 AM,04/28/2021 02:50:00 AM,DOT,Department of Transportation,Traffic Signal Condition,Controller,,,,,,,LIBERTY AVE,170 ST,INTERSECTION,,,N/A,Closed,,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,04/28/2021 02:50:00 AM,Unspecified QUEENS,,QUEENS,,,UNKNOWN,Unspecified,QUEENS,,,,,,,,,,,,,,,,
50412417,04/29/2021 12:37:00 AM,04/29/2021 01:45:00 AM,DOT,Department of Transportation,Traffic Signal Condition,Controller,,,,,,,1 AVE,12 ST E,INTERSECTION,,,N/A,Closed,,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,04/29/2021 01:45:00 AM,Unspecified MANHATTAN,,MANHATTAN,,,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,,,,,,,,,
50417656,04/29/2021 08:59:00 AM,04/29/2021 09:40:00 AM,DOT,Department of Transportation,Traffic Signal Condition,Controller,,,,,,,BRONXDALE AVE,NEILL AVE,INTERSECTION,,,N/A,Closed,,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,04/29/2021 09:40:00 AM,Unspecified BRONX,,BRONX,,,UNKNOWN,Unspecified,BRONX,,,,,,,,,,,,,,,,
50417823,04/29/2021 02:18:14 PM,04/29/2021 02:18:14 PM,DOT,Department of Transportation,Street Condition,Pothole,,,,,74 AVENUE,75 AVENUE,,,BLOCKFACE,,,,Closed,,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,04/29/2021 02:18:14 PM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50418303,04/29/2021 08:13:03 AM,04/29/2021 12:50:22 PM,DOT,Department of Transportation,Ferry Inquiry,Lost and Found,Terminal,,,,,,,,,,,,Closed,,"After performing a thorough search, the Department of Transportation was unable to find the lost item. If the item is turned in later, you will be contacted.",04/29/2021 12:50:26 PM,0 Unspecified,,Unspecified,,,PHONE,Unspecified,Unspecified,,,,,,,,,,,,,,,,
50418422,04/29/2021 08:31:00 AM,04/30/2021 12:00:00 PM,DSNY,Department of Sanitation,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,,,,,,,,ADDRESS,,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,04/30/2021 12:00:00 PM,04 QUEENS,,QUEENS,,,PHONE,Unspecified,QUEENS,,,,,,,,,,,,,,,,
50420272,04/29/2021 01:31:26 PM,04/30/2021 12:56:00 PM,DOT,Department of Transportation,Street Condition,Pothole,,,,,AVENUE C,AVENUE D,,,BLOCKFACE,,,,Closed,,The Department of Transportation inspected this complaint and did not find the reported problem.,04/30/2021 12:56:00 PM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50425698,04/30/2021 03:50:24 PM,04/30/2021 03:50:24 PM,DOT,Department of Transportation,Street Condition,Pothole,,,,,WEST  231 STREET,WEST  232 STREET,,,BLOCKFACE,,,,Closed,,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,04/30/2021 03:50:24 PM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50428796,04/30/2021 01:06:00 PM,05/05/2021 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E5 Loose Rubbish,Sidewalk,,,,,,COLUMBUS AVENUE,COLUMBUS AVENUE,INTERSECTION,,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,05/05/2021 12:00:00 PM,07 MANHATTAN,,MANHATTAN,,,ONLINE,Unspecified,MANHATTAN,,,,,,,,,,,,,,,,
50428905,04/30/2021 10:44:21 AM,04/30/2021 10:44:22 AM,DOT,Department of Transportation,Street Condition,Pothole,,,,,EAST   80 STREET,PAERDEGAT AVENUE NORTH,,,BLOCKFACE,,,,Closed,,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,04/30/2021 10:44:22 AM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50429898,04/29/2021 04:14:00 PM,05/04/2021 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,,,,,,BROADWAY,BROADWAY,INTERSECTION,,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,05/04/2021 12:00:00 PM,01 BROOKLYN,,BROOKLYN,,,PHONE,Unspecified,BROOKLYN,,,,,,,,,,,,,,,,
50429923,04/30/2021 10:39:37 AM,05/05/2021 08:30:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,,,,JAY KRIEGEL WAY,STEVE FLANDERS SQUARE,,,BLOCKFACE,,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,05/05/2021 08:30:00 AM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50467233,05/04/2021 08:38:00 PM,05/05/2021 01:35:00 PM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,,,,,CATON AVE,7 ST E,INTERSECTION,,,,Closed,,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,05/05/2021 01:35:00 PM,Unspecified BROOKLYN,,BROOKLYN,,,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,,,,,,,,,
